pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
ko00520	0.0	0.4074	0.4074	0.4074	0.4074	0.0	0.0	0.2963	0.0	0.0	0.0	0.0	0.0	0.0	0.2963	0.2963	0.4074	0.0	0.0	0.4074	0.0	0.4074	0.0	0.0	0.0	0.0	0.0	0.2963	0.0	0.0	0.0	0.0	0.0	0.0	0.7037	0.0	0.4074	0.0	0.0	0.4074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2963	0.0	0.4074	0.0	0.0	0.0	0.2963	0.2963	0.0	0.0	0.2963	0.0	0.4074	0.7037	0.4074	0.0	0.0	0.8148	0.5926	0.5926	0.5926	0.8889	0.4074	0.0	0.0	0.0	0.0	0.2963	0.2963	0.4074	0.0	0.7037	0.0	0.0	0.0	1.1111	0.4074	0.2963	0.0	0.2963	0.0	0.8889
ko00521	0.0	0.5556	0.5556	0.5556	0.5556	0.0	0.0	0.7778	0.0	0.0	0.0	0.0	0.0	0.0	0.7778	0.7778	0.5556	0.0	0.0	0.5556	0.0	0.5556	0.0	0.0	0.0	0.0	0.0	0.7778	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.5556	0.0	0.0	0.5556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7778	0.0	0.5556	0.0	0.0	0.0	0.7778	0.7778	0.0	0.0	0.7778	0.0	0.5556	1.3333	0.5556	0.0	0.0	1.1111	1.5556	1.5556	1.5556	2.3333	0.5556	0.0	0.0	0.0	0.0	0.7778	0.7778	0.5556	0.0	1.3333	0.0	0.0	0.0	1.8889	0.5556	0.7778	0.0	0.7778	0.0	2.3333
ko00540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	1.0667	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	2.1333	2.1333	2.1333	3.2	0.0	0.0	0.0	0.0	0.0	1.0667	1.0667	0.0	0.0	1.0667	0.0	0.0	0.0	1.0667	0.0	1.0667	0.0	1.0667	0.0	3.2
ko00550	0.0	0.9474	0.9474	0.9474	0.9474	0.0	0.0	0.9474	0.0	0.0	0.0	0.0	0.0	0.0	0.9474	0.9474	0.9474	0.0	0.0	0.9474	0.0	0.9474	0.0	0.0	0.0	0.0	0.0	0.9474	0.0	0.0	0.0	0.0	0.0	0.0	1.7895	0.0	0.9474	0.0	0.0	0.9474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9474	0.0	0.9474	0.0	0.0	0.0	0.9474	0.9474	0.0	0.0	0.9474	0.0	0.9474	1.7895	0.9474	0.0	0.0	1.8947	1.8947	1.8947	1.8947	2.8421	0.9474	0.0	0.0	0.0	0.0	0.9474	0.9474	0.9474	0.0	1.7895	0.0	0.0	0.0	2.7368	0.9474	0.9474	0.0	0.9474	0.0	2.8421
ko00561	0.0	0.25	0.25	0.25	0.25	0.0	0.0	0.2188	0.0	0.0	0.0	0.0	0.0	0.0	0.2188	0.2188	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.2188	0.0	0.0	0.0	0.0	0.0	0.0	0.4688	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2188	0.0	0.25	0.0	0.0	0.0	0.2188	0.2188	0.0	0.0	0.2188	0.0	0.25	0.4688	0.25	0.0	0.0	0.5	0.4375	0.4375	0.4375	0.6562	0.25	0.0	0.0	0.0	0.0	0.2188	0.2188	0.25	0.0	0.4688	0.0	0.0	0.0	0.7188	0.25	0.2188	0.0	0.2188	0.0	0.6562
ko00564	0.0	0.3	0.3	0.3	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.3	0.0	0.3	0.6	0.3	0.0	0.0	0.6	0.6	0.6	0.6	0.9	0.3	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.0	0.6	0.0	0.0	0.0	0.9	0.3	0.3	0.0	0.3	0.0	0.9
ko00620	0.0	0.6486	0.6486	0.6486	0.6486	0.0	0.0	0.8649	0.0	0.0	0.0	0.0	0.0	0.0	0.8649	0.8649	0.6486	0.0	0.0	0.6486	0.0	0.6486	0.0	0.0	0.0	0.0	0.0	0.8649	0.0	0.0	0.0	0.0	0.0	0.0	1.5135	0.0	0.6486	0.0	0.0	0.6486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8649	0.0	0.6486	0.0	0.0	0.0	0.8649	0.8649	0.0	0.0	0.8649	0.0	0.6486	1.5135	0.6486	0.0	0.0	1.2973	1.7297	1.7297	1.7297	2.5946	0.6486	0.0	0.0	0.0	0.0	0.8649	0.8649	0.6486	0.0	1.5135	0.0	0.0	0.0	2.1622	0.6486	0.8649	0.0	0.8649	0.0	2.5946
ko00627	0.0	0.0667	0.0667	0.0667	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0667	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0667	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.2	0.0667	0.0	0.0	0.1333	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.2	0.0	0.0	0.0	0.2667	0.0667	0.0	0.0	0.0	0.0	0.0
ko00630	0.0	0.4242	0.4242	0.4242	0.4242	0.0	0.0	0.4848	0.0	0.0	0.0	0.0	0.0	0.0	0.4848	0.4848	0.4242	0.0	0.0	0.4242	0.0	0.4242	0.0	0.0	0.0	0.0	0.0	0.4848	0.0	0.0	0.0	0.0	0.0	0.0	0.9091	0.0	0.4242	0.0	0.0	0.4242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4848	0.0	0.4242	0.0	0.0	0.0	0.4848	0.4848	0.0	0.0	0.4848	0.0	0.4242	0.9091	0.4242	0.0	0.0	0.8485	0.9697	0.9697	0.9697	1.4545	0.4242	0.0	0.0	0.0	0.0	0.4848	0.4848	0.4242	0.0	0.9091	0.0	0.0	0.0	1.3333	0.4242	0.4848	0.0	0.4848	0.0	1.4545
ko00640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7576	0.0	0.0	0.0	0.0	0.0	0.0	0.7576	0.7576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7576	0.0	0.0	0.0	0.0	0.0	0.0	1.2727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7576	0.0	0.0	0.0	0.0	0.0	0.7576	0.7576	0.0	0.0	0.7576	0.0	0.0	1.2727	0.0	0.0	0.0	0.0	1.5152	1.5152	1.5152	2.2727	0.0	0.0	0.0	0.0	0.0	0.7576	0.7576	0.0	0.0	1.2727	0.0	0.0	0.0	1.7879	0.0	0.7576	0.0	0.7576	0.0	2.2727
ko00650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.5714	0.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.9143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714	0.0	0.0	0.0	0.0	0.0	0.5714	0.5714	0.0	0.0	0.5714	0.0	0.0	0.9143	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	1.7143	0.0	0.0	0.0	0.0	0.0	0.5714	0.5714	0.0	0.0	0.9143	0.0	0.0	0.0	1.2571	0.0	0.5714	0.0	0.5714	0.0	1.7143
ko00660	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.1667	0.0	0.0	0.0	0.0	0.0	0.0	1.1667	1.1667	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1667	0.0	0.0	0.0	0.0	0.0	0.0	2.1667	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1667	0.0	1.0	0.0	0.0	0.0	1.1667	1.1667	0.0	0.0	1.1667	0.0	1.0	2.1667	1.0	0.0	0.0	2.0	2.3333	2.3333	2.3333	3.5	1.0	0.0	0.0	0.0	0.0	1.1667	1.1667	1.0	0.0	2.1667	0.0	0.0	0.0	3.1667	1.0	1.1667	0.0	1.1667	0.0	3.5
ko00670	0.0	0.7143	0.7143	0.7143	0.7143	0.0	0.0	0.9286	0.0	0.0	0.0	0.0	0.0	0.0	0.9286	0.9286	0.7143	0.0	0.0	0.7143	0.0	0.7143	0.0	0.0	0.0	0.0	0.0	0.9286	0.0	0.0	0.0	0.0	0.0	0.0	1.6429	0.0	0.7143	0.0	0.0	0.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9286	0.0	0.7143	0.0	0.0	0.0	0.9286	0.9286	0.0	0.0	0.9286	0.0	0.7143	1.6429	0.7143	0.0	0.0	1.4286	1.8571	1.8571	1.8571	2.7857	0.7143	0.0	0.0	0.0	0.0	0.9286	0.9286	0.7143	0.0	1.6429	0.0	0.0	0.0	2.3571	0.7143	0.9286	0.0	0.9286	0.0	2.7857
ko00680	0.0	0.1613	0.1613	0.1613	0.1613	0.0	0.0	0.2151	0.0	0.0	0.0	0.0	0.0	0.0	0.2151	0.2151	0.1613	0.0	0.0	0.1613	0.0	0.1613	0.0	0.0	0.0	0.0	0.0	0.2151	0.0	0.0	0.0	0.0	0.0	0.0	0.3763	0.0	0.1613	0.0	0.0	0.1613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2151	0.0	0.1613	0.0	0.0	0.0	0.2151	0.2151	0.0	0.0	0.2151	0.0	0.1613	0.3763	0.1613	0.0	0.0	0.3226	0.4301	0.4301	0.4301	0.6452	0.1613	0.0	0.0	0.0	0.0	0.2151	0.2151	0.1613	0.0	0.3763	0.0	0.0	0.0	0.5376	0.1613	0.2151	0.0	0.2151	0.0	0.6452
ko00720	0.0	0.7353	0.7353	0.7353	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.7353	0.0	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.7353	0.0	0.0	1.4706	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.0	0.0	0.0	0.0	0.7353	0.0	0.0	0.0	0.0	0.0
ko00730	0.0	0.9091	0.9091	0.9091	0.9091	0.0	0.0	0.8182	0.0	0.0	0.0	0.0	0.0	0.0	0.8182	0.8182	0.9091	0.0	0.0	0.9091	0.0	0.9091	0.0	0.0	0.0	0.0	0.0	0.8182	0.0	0.0	0.0	0.0	0.0	0.0	1.7273	0.0	0.9091	0.0	0.0	0.9091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8182	0.0	0.9091	0.0	0.0	0.0	0.8182	0.8182	0.0	0.0	0.8182	0.0	0.9091	1.7273	0.9091	0.0	0.0	1.8182	1.6364	1.6364	1.6364	2.4545	0.9091	0.0	0.0	0.0	0.0	0.8182	0.8182	0.9091	0.0	1.7273	0.0	0.0	0.0	2.6364	0.9091	0.8182	0.0	0.8182	0.0	2.4545
ko00740	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.4167	0.0	0.0	0.0	0.0	0.0	0.0	0.4167	0.4167	0.5	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.4167	0.0	0.0	0.0	0.0	0.0	0.0	0.9167	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4167	0.0	0.5	0.0	0.0	0.0	0.4167	0.4167	0.0	0.0	0.4167	0.0	0.5	0.9167	0.5	0.0	0.0	1.0	0.8333	0.8333	0.8333	1.25	0.5	0.0	0.0	0.0	0.0	0.4167	0.4167	0.5	0.0	0.9167	0.0	0.0	0.0	1.4167	0.5	0.4167	0.0	0.4167	0.0	1.25
ko00750	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.875	0.5	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.5	0.0	0.0	0.0	0.875	0.875	0.0	0.0	0.875	0.0	0.5	1.25	0.5	0.0	0.0	1.0	1.75	1.75	1.75	2.625	0.5	0.0	0.0	0.0	0.0	0.875	0.875	0.5	0.0	1.25	0.0	0.0	0.0	1.75	0.5	0.875	0.0	0.875	0.0	2.625
ko00760	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.6667	0.5	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	1.1667	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	0.5	0.0	0.0	0.0	0.6667	0.6667	0.0	0.0	0.6667	0.0	0.5	1.1667	0.5	0.0	0.0	1.0	1.3333	1.3333	1.3333	2.0	0.5	0.0	0.0	0.0	0.0	0.6667	0.6667	0.5	0.0	1.1667	0.0	0.0	0.0	1.6667	0.5	0.6667	0.0	0.6667	0.0	2.0
ko00770	0.0	0.9333	0.9333	0.9333	0.9333	0.0	0.0	0.9333	0.0	0.0	0.0	0.0	0.0	0.0	0.9333	0.9333	0.9333	0.0	0.0	0.9333	0.0	0.9333	0.0	0.0	0.0	0.0	0.0	0.9333	0.0	0.0	0.0	0.0	0.0	0.0	1.8667	0.0	0.9333	0.0	0.0	0.9333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9333	0.0	0.9333	0.0	0.0	0.0	0.9333	0.9333	0.0	0.0	0.9333	0.0	0.9333	1.8667	0.9333	0.0	0.0	1.8667	1.8667	1.8667	1.8667	2.8	0.9333	0.0	0.0	0.0	0.0	0.9333	0.9333	0.9333	0.0	1.8667	0.0	0.0	0.0	2.8	0.9333	0.9333	0.0	0.9333	0.0	2.8
ko00780	0.0	0.4	0.4	0.4	0.4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.4	0.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.4	1.4	0.4	0.0	0.0	0.8	2.0	2.0	2.0	3.0	0.4	0.0	0.0	0.0	0.0	1.0	1.0	0.4	0.0	1.4	0.0	0.0	0.0	1.8	0.4	1.0	0.0	1.0	0.0	3.0
ko00785	0.0	0.5	0.5	0.5	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.5	0.0	0.0	1.0	2.0	2.0	2.0	3.0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.0	1.0	0.0	0.0	0.0	1.5	0.5	1.0	0.0	1.0	0.0	3.0
ko00790	0.0	0.5833	0.5833	0.5833	0.5833	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.75	0.5833	0.0	0.0	0.5833	0.0	0.5833	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.5833	0.0	0.0	0.5833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.5833	0.0	0.0	0.0	0.75	0.75	0.0	0.0	0.75	0.0	0.5833	1.3333	0.5833	0.0	0.0	1.1667	1.5	1.5	1.5	2.25	0.5833	0.0	0.0	0.0	0.0	0.75	0.75	0.5833	0.0	1.3333	0.0	0.0	0.0	1.9167	0.5833	0.75	0.0	0.75	0.0	2.25
ko00860	0.0	0.566	0.566	0.566	0.566	0.0	0.0	0.283	0.0	0.0	0.0	0.0	0.0	0.0	0.283	0.283	0.566	0.0	0.0	0.566	0.0	0.566	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.0	0.0	0.0	0.0	0.0	0.8491	0.0	0.566	0.0	0.0	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.566	0.0	0.0	0.0	0.283	0.283	0.0	0.0	0.283	0.0	0.566	0.8491	0.566	0.0	0.0	1.1321	0.566	0.566	0.566	0.8491	0.566	0.0	0.0	0.0	0.0	0.283	0.283	0.566	0.0	0.8491	0.0	0.0	0.0	1.4151	0.566	0.283	0.0	0.283	0.0	0.8491
ko00900	0.0	0.6667	0.6667	0.6667	0.6667	0.0	0.0	0.8333	0.0	0.0	0.0	0.0	0.0	0.0	0.8333	0.8333	0.6667	0.0	0.0	0.6667	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.8333	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.6667	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333	0.0	0.6667	0.0	0.0	0.0	0.8333	0.8333	0.0	0.0	0.8333	0.0	0.6667	1.5	0.6667	0.0	0.0	1.3333	1.6667	1.6667	1.6667	2.5	0.6667	0.0	0.0	0.0	0.0	0.8333	0.8333	0.6667	0.0	1.5	0.0	0.0	0.0	2.1667	0.6667	0.8333	0.0	0.8333	0.0	2.5
ko00908	0.0	0.25	0.25	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.25	0.5	0.25	0.0	0.0	0.5	0.5	0.5	0.5	0.75	0.25	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.0	0.5	0.0	0.0	0.0	0.75	0.25	0.25	0.0	0.25	0.0	0.75
ko00910	0.0	0.3	0.3	0.3	0.3	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.32	0.3	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.3	0.0	0.0	0.0	0.32	0.32	0.0	0.0	0.32	0.0	0.3	0.62	0.3	0.0	0.0	0.6	0.64	0.64	0.64	0.96	0.3	0.0	0.0	0.0	0.0	0.32	0.32	0.3	0.0	0.62	0.0	0.0	0.0	0.92	0.3	0.32	0.0	0.32	0.0	0.96
ko00920	0.0	0.375	0.375	0.375	0.375	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.625	0.375	0.0	0.0	0.375	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.375	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.375	0.0	0.0	0.0	0.625	0.625	0.0	0.0	0.625	0.0	0.375	1.0	0.375	0.0	0.0	0.75	1.25	1.25	1.25	1.875	0.375	0.0	0.0	0.0	0.0	0.625	0.625	0.375	0.0	1.0	0.0	0.0	0.0	1.375	0.375	0.625	0.0	0.625	0.0	1.875
ko00970	0.0	0.8438	0.8438	0.8438	0.8438	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.8125	0.8438	0.0	0.0	0.8438	0.0	0.8438	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	1.6562	0.0	0.8438	0.0	0.0	0.8438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.8438	0.0	0.0	0.0	0.8125	0.8125	0.0	0.0	0.8125	0.0	0.8438	1.6562	0.8438	0.0	0.0	1.6875	1.625	1.625	1.625	2.4375	0.8438	0.0	0.0	0.0	0.0	0.8125	0.8125	0.8438	0.0	1.6562	0.0	0.0	0.0	2.5	0.8438	0.8125	0.0	0.8125	0.0	2.4375
