pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
ko00983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4545	0.0	0.0	0.0	0.0	0.0	0.0	0.4545	0.4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4545	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4545	0.0	0.0	0.0	0.0	0.0	0.4545	0.4545	0.0	0.0	0.4545	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9091	0.9091	0.9091	1.3636	0.0	0.0	0.0	0.0	0.0	0.4545	0.4545	0.0	0.0	1.0	0.0	0.0	0.0	1.5455	0.0	0.4545	0.0	0.4545	0.0	1.3636
ko01040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5333	0.0	0.0	0.0	0.0	0.0	0.0	0.5333	0.5333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5333	0.0	0.0	0.0	0.0	0.0	0.0	0.7333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5333	0.0	0.0	0.0	0.0	0.0	0.5333	0.5333	0.0	0.0	0.5333	0.0	0.0	0.7333	0.0	0.0	0.0	0.0	1.0667	1.0667	1.0667	1.6	0.0	0.0	0.0	0.0	0.0	0.5333	0.5333	0.0	0.0	0.7333	0.0	0.0	0.0	0.9333	0.0	0.5333	0.0	0.5333	0.0	1.6
ko01051	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
ko01055	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
ko02010	0.0	0.3742	0.3742	0.3742	0.3742	0.0	0.0	0.3742	0.0	0.0	0.0	0.0	0.0	0.0	0.3742	0.3742	0.3742	0.0	0.0	0.3742	0.0	0.3742	0.0	0.0	0.0	0.0	0.0	0.3742	0.0	0.0	0.0	0.0	0.0	0.0	0.7485	0.0	0.3742	0.0	0.0	0.3742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3742	0.0	0.3742	0.0	0.0	0.0	0.3742	0.3742	0.0	0.0	0.3742	0.0	0.3742	0.7485	0.3742	0.0	0.0	0.7485	0.7485	0.7485	0.7485	1.1227	0.3742	0.0	0.0	0.0	0.0	0.3742	0.3742	0.3742	0.0	0.7485	0.0	0.0	0.0	1.1227	0.3742	0.3742	0.0	0.3742	0.0	1.1227
ko02020	0.0	0.2609	0.2609	0.2609	0.2609	0.0	0.0	0.3665	0.0	0.0	0.0	0.0	0.0	0.0	0.3665	0.3665	0.2609	0.0	0.0	0.2609	0.0	0.2609	0.0	0.0	0.0	0.0	0.0	0.3665	0.0	0.0	0.0	0.0	0.0	0.0	0.6273	0.0	0.2609	0.0	0.0	0.2609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3665	0.0	0.2609	0.0	0.0	0.0	0.3665	0.3665	0.0	0.0	0.3665	0.0	0.2609	0.6273	0.2609	0.0	0.0	0.5217	0.7329	0.7329	0.7329	1.0994	0.2609	0.0	0.0	0.0	0.0	0.3665	0.3665	0.2609	0.0	0.6273	0.0	0.0	0.0	0.8882	0.2609	0.3665	0.0	0.3665	0.0	1.0994
ko02030	0.0	1.6154	1.6154	1.6154	1.6154	0.0	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	0.0	1.6154	1.6154	1.6154	0.0	0.0	1.6154	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	0.0	3.0769	0.0	1.6154	0.0	0.0	1.6154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6154	0.0	1.6154	0.0	0.0	0.0	1.6154	1.6154	0.0	0.0	1.6154	0.0	1.6154	3.0769	1.6154	0.0	0.0	3.2308	3.2308	3.2308	3.2308	4.8462	1.6154	0.0	0.0	0.0	0.0	1.6154	1.6154	1.6154	0.0	3.0769	0.0	0.0	0.0	4.6923	1.6154	1.6154	0.0	1.6154	0.0	4.8462
ko02040	0.0	1.0952	1.0952	1.0952	1.0952	0.0	0.0	1.0952	0.0	0.0	0.0	0.0	0.0	0.0	1.0952	1.0952	1.0952	0.0	0.0	1.0952	0.0	1.0952	0.0	0.0	0.0	0.0	0.0	1.0952	0.0	0.0	0.0	0.0	0.0	0.0	2.1905	0.0	1.0952	0.0	0.0	1.0952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0952	0.0	1.0952	0.0	0.0	0.0	1.0952	1.0952	0.0	0.0	1.0952	0.0	1.0952	2.1905	1.0952	0.0	0.0	2.1905	2.1905	2.1905	2.1905	3.2857	1.0952	0.0	0.0	0.0	0.0	1.0952	1.0952	1.0952	0.0	2.1905	0.0	0.0	0.0	3.2857	1.0952	1.0952	0.0	1.0952	0.0	3.2857
ko02060	0.0	0.0789	0.0789	0.0789	0.0789	0.0	0.0	0.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.0526	0.0526	0.0789	0.0	0.0	0.0789	0.0	0.0789	0.0	0.0	0.0	0.0	0.0	0.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.1316	0.0	0.0789	0.0	0.0	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526	0.0	0.0789	0.0	0.0	0.0	0.0526	0.0526	0.0	0.0	0.0526	0.0	0.0789	0.1316	0.0789	0.0	0.0	0.1579	0.1053	0.1053	0.1053	0.1579	0.0789	0.0	0.0	0.0	0.0	0.0526	0.0526	0.0789	0.0	0.1316	0.0	0.0	0.0	0.2105	0.0789	0.0526	0.0	0.0526	0.0	0.1579
ko03008	0.0	0.0244	0.0244	0.0244	0.0244	0.0	0.0	0.0488	0.0	0.0	0.0	0.0	0.0	0.0	0.0488	0.0488	0.0244	0.0	0.0	0.0244	0.0	0.0244	0.0	0.0	0.0	0.0	0.0	0.0488	0.0	0.0	0.0	0.0	0.0	0.0	0.0732	0.0	0.0244	0.0	0.0	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0488	0.0	0.0244	0.0	0.0	0.0	0.0488	0.0488	0.0	0.0	0.0488	0.0	0.0244	0.0732	0.0244	0.0	0.0	0.0488	0.0976	0.0976	0.0976	0.1463	0.0244	0.0	0.0	0.0	0.0	0.0488	0.0488	0.0244	0.0	0.0732	0.0	0.0	0.0	0.0976	0.0244	0.0488	0.0	0.0488	0.0	0.1463
ko03010	0.0	0.7639	0.7639	0.7639	0.7639	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.75	0.7639	0.0	0.0	0.7639	0.0	0.7639	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.5139	0.0	0.7639	0.0	0.0	0.7639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.7639	0.0	0.0	0.0	0.75	0.75	0.0	0.0	0.75	0.0	0.7639	1.5139	0.7639	0.0	0.0	1.5278	1.5	1.5	1.5	2.25	0.7639	0.0	0.0	0.0	0.0	0.75	0.75	0.7639	0.0	1.5139	0.0	0.0	0.0	2.2778	0.7639	0.75	0.0	0.75	0.0	2.25
ko03013	0.0	0.0152	0.0152	0.0152	0.0152	0.0	0.0	0.0303	0.0	0.0	0.0	0.0	0.0	0.0	0.0303	0.0303	0.0152	0.0	0.0	0.0152	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0303	0.0	0.0	0.0	0.0	0.0	0.0	0.0455	0.0	0.0152	0.0	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0303	0.0	0.0152	0.0	0.0	0.0	0.0303	0.0303	0.0	0.0	0.0303	0.0	0.0152	0.0455	0.0152	0.0	0.0	0.0303	0.0606	0.0606	0.0606	0.0909	0.0152	0.0	0.0	0.0	0.0	0.0303	0.0303	0.0152	0.0	0.0455	0.0	0.0	0.0	0.0606	0.0152	0.0303	0.0	0.0303	0.0	0.0909
ko03018	0.0	0.3421	0.3421	0.3421	0.3421	0.0	0.0	0.3947	0.0	0.0	0.0	0.0	0.0	0.0	0.3947	0.3947	0.3421	0.0	0.0	0.3421	0.0	0.3421	0.0	0.0	0.0	0.0	0.0	0.3947	0.0	0.0	0.0	0.0	0.0	0.0	0.7368	0.0	0.3421	0.0	0.0	0.3421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3947	0.0	0.3421	0.0	0.0	0.0	0.3947	0.3947	0.0	0.0	0.3947	0.0	0.3421	0.7368	0.3421	0.0	0.0	0.6842	0.7895	0.7895	0.7895	1.1842	0.3421	0.0	0.0	0.0	0.0	0.3947	0.3947	0.3421	0.0	0.7368	0.0	0.0	0.0	1.0789	0.3421	0.3947	0.0	0.3947	0.0	1.1842
ko03020	0.0	0.7	0.7	0.7	0.7	0.0	0.0	0.4333	0.0	0.0	0.0	0.0	0.0	0.0	0.4333	0.4333	0.7	0.0	0.0	0.7	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.4333	0.0	0.0	0.0	0.0	0.0	0.0	1.1333	0.0	0.7	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4333	0.0	0.7	0.0	0.0	0.0	0.4333	0.4333	0.0	0.0	0.4333	0.0	0.7	1.1333	0.7	0.0	0.0	1.4	0.8667	0.8667	0.8667	1.3	0.7	0.0	0.0	0.0	0.0	0.4333	0.4333	0.7	0.0	1.1333	0.0	0.0	0.0	1.8333	0.7	0.4333	0.0	0.4333	0.0	1.3
ko03030	0.0	0.5385	0.5385	0.5385	0.5385	0.0	0.0	0.5769	0.0	0.0	0.0	0.0	0.0	0.0	0.5769	0.5769	0.5385	0.0	0.0	0.5385	0.0	0.5385	0.0	0.0	0.0	0.0	0.0	0.5769	0.0	0.0	0.0	0.0	0.0	0.0	1.1154	0.0	0.5385	0.0	0.0	0.5385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5769	0.0	0.5385	0.0	0.0	0.0	0.5769	0.5769	0.0	0.0	0.5769	0.0	0.5385	1.1154	0.5385	0.0	0.0	1.0769	1.1538	1.1538	1.1538	1.7308	0.5385	0.0	0.0	0.0	0.0	0.5769	0.5769	0.5385	0.0	1.1154	0.0	0.0	0.0	1.6538	0.5385	0.5769	0.0	0.5769	0.0	1.7308
ko03060	0.0	0.9	0.9	0.9	0.9	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.9	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.9	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.8	0.0	0.9	1.7	0.9	0.0	0.0	1.8	1.6	1.6	1.6	2.4	0.9	0.0	0.0	0.0	0.0	0.8	0.8	0.9	0.0	1.7	0.0	0.0	0.0	2.6	0.9	0.8	0.0	0.8	0.0	2.4
ko03070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7297	0.0	0.0	0.0	0.0	0.0	0.0	0.7297	0.7297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7297	0.0	0.0	0.0	0.0	0.0	0.0	1.1351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7297	0.0	0.0	0.0	0.0	0.0	0.7297	0.7297	0.0	0.0	0.7297	0.0	0.0	1.1351	0.0	0.0	0.0	0.0	1.4595	1.4595	1.4595	2.1892	0.0	0.0	0.0	0.0	0.0	0.7297	0.7297	0.0	0.0	1.1351	0.0	0.0	0.0	1.5405	0.0	0.7297	0.0	0.7297	0.0	2.1892
ko03410	0.0	0.5238	0.5238	0.5238	0.5238	0.0	0.0	0.4762	0.0	0.0	0.0	0.0	0.0	0.0	0.4762	0.4762	0.5238	0.0	0.0	0.5238	0.0	0.5238	0.0	0.0	0.0	0.0	0.0	0.4762	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5238	0.0	0.0	0.5238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4762	0.0	0.5238	0.0	0.0	0.0	0.4762	0.4762	0.0	0.0	0.4762	0.0	0.5238	1.0	0.5238	0.0	0.0	1.0476	0.9524	0.9524	0.9524	1.4286	0.5238	0.0	0.0	0.0	0.0	0.4762	0.4762	0.5238	0.0	1.0	0.0	0.0	0.0	1.5238	0.5238	0.4762	0.0	0.4762	0.0	1.4286
ko03420	0.0	0.375	0.375	0.375	0.375	0.0	0.0	0.2917	0.0	0.0	0.0	0.0	0.0	0.0	0.2917	0.2917	0.375	0.0	0.0	0.375	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.2917	0.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	0.375	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2917	0.0	0.375	0.0	0.0	0.0	0.2917	0.2917	0.0	0.0	0.2917	0.0	0.375	0.6667	0.375	0.0	0.0	0.75	0.5833	0.5833	0.5833	0.875	0.375	0.0	0.0	0.0	0.0	0.2917	0.2917	0.375	0.0	0.6667	0.0	0.0	0.0	1.0417	0.375	0.2917	0.0	0.2917	0.0	0.875
ko03430	0.0	0.7826	0.7826	0.7826	0.7826	0.0	0.0	0.7391	0.0	0.0	0.0	0.0	0.0	0.0	0.7391	0.7391	0.7826	0.0	0.0	0.7826	0.0	0.7826	0.0	0.0	0.0	0.0	0.0	0.7391	0.0	0.0	0.0	0.0	0.0	0.0	1.5217	0.0	0.7826	0.0	0.0	0.7826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7391	0.0	0.7826	0.0	0.0	0.0	0.7391	0.7391	0.0	0.0	0.7391	0.0	0.7826	1.5217	0.7826	0.0	0.0	1.5652	1.4783	1.4783	1.4783	2.2174	0.7826	0.0	0.0	0.0	0.0	0.7391	0.7391	0.7826	0.0	1.5217	0.0	0.0	0.0	2.3043	0.7826	0.7391	0.0	0.7391	0.0	2.2174
ko03440	0.0	0.6667	0.6667	0.6667	0.6667	0.0	0.0	0.7667	0.0	0.0	0.0	0.0	0.0	0.0	0.7667	0.7667	0.6667	0.0	0.0	0.6667	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.7667	0.0	0.0	0.0	0.0	0.0	0.0	1.4333	0.0	0.6667	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7667	0.0	0.6667	0.0	0.0	0.0	0.7667	0.7667	0.0	0.0	0.7667	0.0	0.6667	1.4333	0.6667	0.0	0.0	1.3333	1.5333	1.5333	1.5333	2.3	0.6667	0.0	0.0	0.0	0.0	0.7667	0.7667	0.6667	0.0	1.4333	0.0	0.0	0.0	2.1	0.6667	0.7667	0.0	0.7667	0.0	2.3
ko03450	0.0	0.2	0.2	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.2	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.0
ko04112	0.0	0.75	0.75	0.75	0.75	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.8125	0.75	0.0	0.0	0.75	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	1.5625	0.0	0.75	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.75	0.0	0.0	0.0	0.8125	0.8125	0.0	0.0	0.8125	0.0	0.75	1.5625	0.75	0.0	0.0	1.5	1.625	1.625	1.625	2.4375	0.75	0.0	0.0	0.0	0.0	0.8125	0.8125	0.75	0.0	1.5625	0.0	0.0	0.0	2.3125	0.75	0.8125	0.0	0.8125	0.0	2.4375
ko04122	0.0	0.9091	0.9091	0.9091	0.9091	0.0	0.0	1.1818	0.0	0.0	0.0	0.0	0.0	0.0	1.1818	1.1818	0.9091	0.0	0.0	0.9091	0.0	0.9091	0.0	0.0	0.0	0.0	0.0	1.1818	0.0	0.0	0.0	0.0	0.0	0.0	2.0909	0.0	0.9091	0.0	0.0	0.9091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1818	0.0	0.9091	0.0	0.0	0.0	1.1818	1.1818	0.0	0.0	1.1818	0.0	0.9091	2.0909	0.9091	0.0	0.0	1.8182	2.3636	2.3636	2.3636	3.5455	0.9091	0.0	0.0	0.0	0.0	1.1818	1.1818	0.9091	0.0	2.0909	0.0	0.0	0.0	3.0	0.9091	1.1818	0.0	1.1818	0.0	3.5455
ko04141	0.0	0.029	0.029	0.029	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.029	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0435	0.0	0.029	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0435	0.029	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0435	0.0	0.0	0.0	0.0725	0.029	0.0	0.0	0.0	0.0	0.0
ko04146	0.0	0.1143	0.1143	0.1143	0.1143	0.0	0.0	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	0.1714	0.1714	0.1143	0.0	0.0	0.1143	0.0	0.1143	0.0	0.0	0.0	0.0	0.0	0.1714	0.0	0.0	0.0	0.0	0.0	0.0	0.2857	0.0	0.1143	0.0	0.0	0.1143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1714	0.0	0.1143	0.0	0.0	0.0	0.1714	0.1714	0.0	0.0	0.1714	0.0	0.1143	0.2857	0.1143	0.0	0.0	0.2286	0.3429	0.3429	0.3429	0.5143	0.1143	0.0	0.0	0.0	0.0	0.1714	0.1714	0.1143	0.0	0.2857	0.0	0.0	0.0	0.4	0.1143	0.1714	0.0	0.1714	0.0	0.5143
ko04626	0.0	0.1429	0.1429	0.1429	0.1429	0.0	0.0	0.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.1429	0.1429	0.1429	0.0	0.0	0.1429	0.0	0.1429	0.0	0.0	0.0	0.0	0.0	0.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.2857	0.0	0.1429	0.0	0.0	0.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1429	0.0	0.1429	0.0	0.0	0.0	0.1429	0.1429	0.0	0.0	0.1429	0.0	0.1429	0.2857	0.1429	0.0	0.0	0.2857	0.2857	0.2857	0.2857	0.4286	0.1429	0.0	0.0	0.0	0.0	0.1429	0.1429	0.1429	0.0	0.2857	0.0	0.0	0.0	0.4286	0.1429	0.1429	0.0	0.1429	0.0	0.4286
ko04910	0.0	0.0513	0.0513	0.0513	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0	0.0	0.0513	0.0	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0	0.0513	0.0	0.0	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0513	0.0513	0.0	0.0	0.1026	0.0	0.0	0.0	0.0	0.0513	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.0	0.0513	0.0	0.0	0.0	0.1026	0.0513	0.0	0.0	0.0	0.0	0.0
ko05111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	0.3333	0.3333	0.0	0.0	0.3333	0.0	0.0	0.4286	0.0	0.0	0.0	0.0	0.6667	0.6667	0.6667	1.0	0.0	0.0	0.0	0.0	0.0	0.3333	0.3333	0.0	0.0	0.4286	0.0	0.0	0.0	0.5238	0.0	0.3333	0.0	0.3333	0.0	1.0
ko05120	0.0	0.0714	0.0714	0.0714	0.0714	0.0	0.0	0.0357	0.0	0.0	0.0	0.0	0.0	0.0	0.0357	0.0357	0.0714	0.0	0.0	0.0714	0.0	0.0714	0.0	0.0	0.0	0.0	0.0	0.0357	0.0	0.0	0.0	0.0	0.0	0.0	0.1071	0.0	0.0714	0.0	0.0	0.0714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0357	0.0	0.0714	0.0	0.0	0.0	0.0357	0.0357	0.0	0.0	0.0357	0.0	0.0714	0.1071	0.0714	0.0	0.0	0.1429	0.0714	0.0714	0.0714	0.1071	0.0714	0.0	0.0	0.0	0.0	0.0357	0.0357	0.0714	0.0	0.1071	0.0	0.0	0.0	0.1786	0.0714	0.0357	0.0	0.0357	0.0	0.1071
